utt,ch1,ch2,ch3,ch4,ch5,ch6
F01_052C0102_BTH,0.993,0.953,0.993,0.994,0.996,0.996
F01_052C0108_BTH,0.989,0.990,0.990,0.990,0.990,0.987
F01_052C0109_BTH,0.986,0.991,0.991,0.991,0.991,0.988
F01_052C010A_BTH,0.991,0.977,0.991,0.991,0.991,0.988
F01_052C010C_BTH,0.991,0.982,0.991,0.993,0.993,0.989
F01_052C010F_BTH,0.992,0.982,0.992,0.988,0.985,0.988
F01_052C010J_BTH,0.987,0.992,0.992,0.990,0.990,0.984
F01_052C010K_BTH,0.986,0.980,0.986,0.993,0.993,0.990
F01_052C010M_BTH,0.988,0.980,0.988,0.990,0.990,0.987
F01_052C010S_BTH,0.994,0.991,0.994,0.992,0.992,0.991
F01_052C0110_BTH,0.989,0.979,0.989,0.985,0.985,0.975
F01_052C0113_BTH,0.992,0.986,0.992,0.993,0.993,0.991
F01_052C0116_BTH,0.993,0.988,0.993,0.994,0.994,0.982
F01_053C0102_BTH,0.986,0.961,0.986,0.990,0.990,0.973
F01_053C0105_BTH,0.990,0.988,0.990,0.990,0.992,0.992
F01_053C0106_BTH,0.991,0.994,0.994,0.988,0.988,0.986
F01_053C0107_BTH,0.989,0.988,0.989,0.986,0.989,0.989
F01_053C010C_BTH,0.993,0.996,0.996,0.992,0.992,0.989
F01_053C010D_BTH,0.982,0.977,0.983,0.990,0.990,0.983
F01_053C010E_BTH,0.987,0.955,0.986,0.987,0.987,0.987
F01_053C010Y_BTH,0.987,0.974,0.987,0.986,0.986,0.982
F01_053C010Z_BTH,0.983,0.970,0.983,0.991,0.991,0.975
F01_053C0112_BTH,0.987,0.981,0.989,0.987,0.987,0.989
F01_053C0114_BTH,0.978,0.980,0.980,0.981,0.981,0.977
F01_22GC0104_BTH,0.992,0.996,0.996,0.992,0.993,0.993
F01_22GC0106_BTH,0.990,0.990,0.990,0.994,0.994,0.990
F01_22GC0107_BTH,0.995,0.991,0.995,0.992,0.992,0.990
F01_22GC010A_BTH,0.995,0.996,0.996,0.989,0.989,0.989
F01_22GC010X_BTH,0.990,0.992,0.992,0.985,0.985,0.984
F01_22GC0111_BTH,0.993,0.987,0.993,0.988,0.990,0.990
F01_22HC0105_BTH,0.991,0.976,0.991,0.984,0.984,0.984
F01_22HC0106_BTH,0.991,0.996,0.996,0.993,0.993,0.990
F01_22HC0107_BTH,0.991,0.985,0.991,0.990,0.990,0.988
F01_22HC010C_BTH,0.987,0.969,0.989,0.985,0.985,0.989
F01_22HC010D_BTH,0.993,0.991,0.993,0.992,0.992,0.983
F01_22HC010H_BTH,0.991,0.982,0.993,0.986,0.986,0.993
F01_22HC010M_BTH,0.990,0.955,0.990,0.991,0.991,0.981
F01_22HC010P_BTH,0.983,0.990,0.990,0.986,0.990,0.990
F01_22HC010Q_BTH,0.987,0.980,0.987,0.986,0.986,0.982
F01_22HC010V_BTH,0.988,0.923,0.988,0.982,0.982,0.970
F01_22HC010W_BTH,0.986,0.988,0.988,0.990,0.990,0.989
F01_22HC010X_BTH,0.989,0.989,0.989,0.985,0.985,0.975
F01_22HC0111_BTH,0.986,0.997,0.997,0.988,0.988,0.986
F01_420C020D_BTH,0.995,0.996,0.996,0.995,0.995,0.990
F01_420C020F_BTH,0.986,0.968,0.986,0.986,0.986,0.986
F01_420C020K_BTH,0.988,0.986,0.988,0.987,0.987,0.985
F01_420C020M_BTH,0.994,0.994,0.994,0.989,0.989,0.984
F01_420C020U_BTH,0.994,0.993,0.994,0.987,0.987,0.985
F01_421C0201_BTH,0.992,0.982,0.992,0.990,0.990,0.985
F01_421C0202_BTH,0.989,0.979,0.989,0.989,0.989,0.983
F01_421C020C_BTH,0.991,0.993,0.993,0.992,0.992,0.990
F01_421C020D_BTH,0.988,0.991,0.991,0.990,0.990,0.988
F01_421C020G_BTH,0.986,0.986,0.986,0.989,0.990,0.990
F01_421C020K_BTH,0.993,0.995,0.995,0.992,0.995,0.995
F01_421C020O_BTH,0.994,0.996,0.996,0.990,0.990,0.989
F01_421C020R_BTH,0.996,0.997,0.997,0.991,0.992,0.992
F01_421C020S_BTH,0.986,0.986,0.984,0.985,0.985,0.980
F01_421C020U_BTH,0.987,0.975,0.980,0.989,0.989,0.987
F01_421C020X_BTH,0.991,0.985,0.991,0.988,0.988,0.983
F01_421C020Z_BTH,0.990,0.980,0.990,0.991,0.991,0.976
F01_421C0210_BTH,0.992,0.995,0.995,0.990,0.990,0.989
F01_421C0211_BTH,0.982,0.993,0.993,0.989,0.989,0.977
F01_422C0204_BTH,0.990,0.990,0.990,0.981,0.990,0.990
F01_422C0205_BTH,0.991,0.991,0.991,0.988,0.990,0.990
F01_422C0208_BTH,0.993,0.994,0.994,0.994,0.994,0.992
F01_422C020B_BTH,0.997,0.991,0.997,0.996,0.998,0.998
F01_422C020C_BTH,0.990,0.993,0.993,0.990,0.990,0.988
F01_422C020P_BTH,0.988,0.995,0.995,0.989,0.989,0.982
F01_422C020Q_BTH,0.986,0.986,0.984,0.980,0.979,0.984
F01_422C0213_BTH,0.989,0.978,0.989,0.988,0.984,0.988
F01_422C0214_BTH,0.997,0.997,0.997,0.991,0.994,0.994
F01_423C0205_BTH,0.985,0.983,0.985,0.988,0.988,0.986
F01_423C020D_BTH,0.986,0.983,0.986,0.992,0.991,0.992
F01_423C020G_BTH,0.989,0.996,0.996,0.992,0.992,0.983
F01_423C020L_BTH,0.991,0.984,0.991,0.994,0.994,0.986
F01_423C020M_BTH,0.993,0.979,0.990,0.993,0.991,0.987
F01_423C020U_BTH,0.990,0.992,0.992,0.990,0.990,0.989
F01_423C0213_BTH,0.993,0.970,0.993,0.991,0.991,0.992
F01_050C0103_BUS,0.980,0.974,0.980,0.988,0.988,0.988
F01_050C0105_BUS,0.962,0.924,0.962,0.966,0.966,0.958
F01_050C010C_BUS,0.960,0.960,0.967,0.970,0.970,0.967
F01_050C010G_BUS,0.968,0.950,0.968,0.984,0.984,0.974
F01_050C010J_BUS,0.947,0.894,0.947,0.867,0.964,0.964
F01_050C010K_BUS,0.971,0.961,0.971,0.974,0.984,0.984
F01_050C010L_BUS,0.963,0.927,0.963,0.975,0.975,0.974
F01_050C010O_BUS,0.929,0.905,0.929,0.964,0.979,0.979
F01_050C010P_BUS,0.964,0.912,0.964,0.972,0.986,0.986
F01_050C010R_BUS,0.955,0.955,0.952,0.859,0.971,0.971
F01_050C010U_BUS,0.939,0.954,0.956,0.956,0.963,0.963
F01_050C010W_BUS,0.961,0.961,0.958,0.840,0.964,0.964
F01_050C0112_BUS,0.980,0.980,0.968,0.805,0.983,0.983
F01_050C0116_BUS,0.996,0.996,0.993,0.984,0.996,0.996
F01_051C0104_BUS,0.984,0.984,0.969,0.796,0.986,0.986
F01_051C0105_BUS,0.951,0.954,0.960,0.971,0.971,0.967
F01_051C010A_BUS,0.977,0.975,0.977,0.953,0.984,0.984
F01_051C010H_BUS,0.933,0.868,0.933,0.898,0.947,0.947
F01_051C010K_BUS,0.962,0.918,0.962,0.974,0.974,0.973
F01_051C010R_BUS,0.918,0.943,0.943,0.964,0.964,0.964
F01_051C010T_BUS,0.972,0.978,0.978,0.978,0.988,0.988
F01_051C010W_BUS,0.904,0.851,0.904,0.827,0.921,0.921
F01_051C010Y_BUS,0.972,0.948,0.972,0.982,0.982,0.970
F01_051C0111_BUS,0.963,0.963,0.970,0.976,0.986,0.986
F01_051C0113_BUS,0.904,0.916,0.922,0.951,0.951,0.950
F01_052C0102_BUS,0.951,0.955,0.961,0.971,0.972,0.972
F01_052C0108_BUS,0.968,0.913,0.968,0.981,0.981,0.978
F01_052C0109_BUS,0.985,0.968,0.985,0.981,0.992,0.992
F01_052C010A_BUS,0.982,0.972,0.982,0.984,0.984,0.973
F01_052C010C_BUS,0.983,0.925,0.983,0.987,0.989,0.989
F01_052C010F_BUS,0.978,0.956,0.978,0.982,0.989,0.989
F01_052C010J_BUS,0.979,0.972,0.979,0.970,0.986,0.986
F01_052C010K_BUS,0.936,0.960,0.960,0.952,0.952,0.926
F01_052C010M_BUS,0.949,0.910,0.949,0.966,0.981,0.981
F01_052C010S_BUS,0.950,0.941,0.950,0.977,0.987,0.987
F01_052C0110_BUS,0.960,0.967,0.976,0.973,0.975,0.976
F01_052C0113_BUS,0.987,0.984,0.987,0.978,0.988,0.988
F01_052C0116_BUS,0.975,0.975,0.964,0.910,0.973,0.973
F01_053C0102_BUS,0.962,0.926,0.962,0.970,0.976,0.976
F01_053C0105_BUS,0.973,0.934,0.973,0.975,0.983,0.983
F01_053C0106_BUS,0.960,0.977,0.977,0.938,0.898,0.939
F01_053C0107_BUS,0.961,0.959,0.961,0.967,0.981,0.981
F01_053C010C_BUS,0.932,0.887,0.936,0.893,0.950,0.950
F01_053C010D_BUS,0.954,0.902,0.954,0.973,0.973,0.958
F01_053C010E_BUS,0.975,0.965,0.975,0.981,0.992,0.992
F01_053C010Y_BUS,0.963,0.929,0.963,0.975,0.984,0.984
F01_053C010Z_BUS,0.962,0.921,0.962,0.972,0.984,0.984
F01_053C0112_BUS,0.985,0.943,0.985,0.989,0.989,0.980
F01_053C0114_BUS,0.984,0.966,0.984,0.886,0.991,0.991
F01_22GC0104_BUS,0.945,0.922,0.945,0.975,0.975,0.970
F01_22GC0106_BUS,0.948,0.938,0.948,0.968,0.974,0.974
F01_22GC0107_BUS,0.990,0.991,0.991,0.988,0.994,0.994
F01_22GC010A_BUS,0.976,0.956,0.976,0.976,0.976,0.973
F01_22GC010X_BUS,0.949,0.925,0.949,0.962,0.981,0.981
F01_22GC0111_BUS,0.970,0.962,0.970,0.977,0.977,0.976
F01_22HC0105_BUS,0.982,0.975,0.982,0.983,0.991,0.991
F01_22HC0106_BUS,0.941,0.941,0.920,0.864,0.864,0.850
F01_22HC0107_BUS,0.894,0.894,0.890,0.930,0.942,0.942
F01_22HC010C_BUS,0.955,0.938,0.963,0.975,0.976,0.976
F01_22HC010D_BUS,0.988,0.990,0.990,0.986,0.989,0.989
F01_22HC010H_BUS,0.973,0.949,0.973,0.983,0.985,0.985
F01_22HC010M_BUS,0.978,0.966,0.978,0.981,0.981,0.975
F01_22HC010P_BUS,0.958,0.925,0.958,0.974,0.974,0.971
F01_22HC010Q_BUS,0.973,0.923,0.973,0.981,0.981,0.976
F01_22HC010V_BUS,0.948,0.951,0.951,0.971,0.971,0.961
F01_22HC010W_BUS,0.951,0.953,0.953,0.977,0.986,0.986
F01_22HC010X_BUS,0.982,0.982,0.969,0.855,0.986,0.986
F01_22HC0111_BUS,0.973,0.948,0.973,0.980,0.980,0.972
F01_420C020D_BUS,0.935,0.935,0.935,0.953,0.963,0.963
F01_420C020F_BUS,0.971,0.969,0.979,0.979,0.986,0.986
F01_420C020K_BUS,0.993,0.993,0.995,0.978,0.997,0.997
F01_420C020M_BUS,0.943,0.943,0.920,0.907,0.964,0.964
F01_420C020U_BUS,0.973,0.967,0.973,0.985,0.987,0.987
F01_421C0201_BUS,0.981,0.982,0.983,0.982,0.988,0.988
F01_421C0202_BUS,0.978,0.962,0.978,0.978,0.989,0.989
F01_421C020C_BUS,0.977,0.965,0.977,0.982,0.984,0.984
F01_421C020D_BUS,0.985,0.985,0.979,0.945,0.988,0.988
F01_421C020G_BUS,0.976,0.930,0.976,0.978,0.981,0.981
F01_421C020K_BUS,0.966,0.956,0.966,0.978,0.990,0.990
F01_421C020O_BUS,0.978,0.978,0.964,0.888,0.980,0.980
F01_421C020R_BUS,0.973,0.963,0.973,0.980,0.983,0.983
F01_421C020S_BUS,0.969,0.923,0.969,0.980,0.980,0.965
F01_421C020U_BUS,0.969,0.956,0.969,0.882,0.974,0.974
F01_421C020X_BUS,0.976,0.976,0.973,0.937,0.840,0.972
F01_421C020Z_BUS,0.966,0.959,0.966,0.961,0.976,0.976
F01_421C0210_BUS,0.977,0.978,0.978,0.978,0.983,0.983
F01_421C0211_BUS,0.956,0.945,0.956,0.963,0.982,0.982
F01_422C0204_BUS,0.970,0.940,0.970,0.973,0.979,0.979
F01_422C0205_BUS,0.979,0.962,0.979,0.980,0.987,0.987
F01_422C0208_BUS,0.958,0.950,0.958,0.966,0.975,0.975
F01_422C020B_BUS,0.946,0.931,0.946,0.854,0.978,0.978
F01_422C020C_BUS,0.981,0.967,0.981,0.983,0.993,0.993
F01_422C020P_BUS,0.990,0.990,0.988,0.978,0.996,0.996
F01_422C020Q_BUS,0.986,0.973,0.986,0.989,0.989,0.985
F01_422C0213_BUS,0.964,0.964,0.968,0.961,0.982,0.982
F01_422C0214_BUS,0.979,0.975,0.979,0.988,0.988,0.988
F01_423C0205_BUS,0.985,0.985,0.988,0.979,0.987,0.988
F01_423C020D_BUS,0.947,0.878,0.947,0.967,0.982,0.982
F01_423C020G_BUS,0.961,0.974,0.974,0.981,0.981,0.978
F01_423C020L_BUS,0.865,0.882,0.882,0.912,0.912,0.893
F01_423C020M_BUS,0.939,0.937,0.939,0.909,0.942,0.942
F01_423C020U_BUS,0.966,0.951,0.966,0.973,0.979,0.979
F01_423C0213_BUS,0.983,0.981,0.983,0.950,0.741,0.983
F01_050C0102_CAF,0.943,0.824,0.943,0.977,0.985,0.985
F01_050C0104_CAF,0.933,0.663,0.933,0.978,0.984,0.984
F01_050C0105_CAF,0.898,0.746,0.898,0.958,0.965,0.965
F01_050C0109_CAF,0.895,0.648,0.911,0.959,0.970,0.970
F01_050C010D_CAF,0.947,0.683,0.947,0.974,0.974,0.973
F01_050C010H_CAF,0.937,0.733,0.937,0.970,0.984,0.984
F01_050C010I_CAF,0.946,0.734,0.946,0.959,0.979,0.979
F01_050C010M_CAF,0.922,0.741,0.922,0.975,0.981,0.981
F01_050C010N_CAF,0.920,0.917,0.920,0.967,0.980,0.980
F01_050C010Y_CAF,0.930,0.892,0.930,0.983,0.983,0.982
F01_050C0111_CAF,0.879,0.832,0.879,0.959,0.965,0.965
F01_050C0114_CAF,0.949,0.752,0.945,0.962,0.972,0.972
F01_050C0115_CAF,0.883,0.583,0.901,0.943,0.943,0.940
F01_051C0104_CAF,0.902,0.780,0.913,0.968,0.970,0.970
F01_051C0106_CAF,0.891,0.870,0.891,0.970,0.976,0.976
F01_051C0108_CAF,0.927,0.739,0.927,0.976,0.987,0.987
F01_051C0109_CAF,0.963,0.779,0.963,0.979,0.984,0.984
F01_051C010E_CAF,0.900,0.708,0.894,0.957,0.972,0.972
F01_051C010G_CAF,0.894,0.868,0.894,0.970,0.980,0.980
F01_051C010L_CAF,0.924,0.858,0.924,0.975,0.979,0.979
F01_051C010O_CAF,0.848,0.784,0.900,0.956,0.956,0.946
F01_051C010V_CAF,0.918,0.780,0.929,0.982,0.982,0.978
F01_051C0110_CAF,0.898,0.898,0.891,0.966,0.975,0.975
F01_051C0112_CAF,0.908,0.726,0.881,0.955,0.974,0.974
F01_051C0114_CAF,0.889,0.876,0.889,0.965,0.974,0.974
F01_052C0103_CAF,0.949,0.764,0.910,0.965,0.977,0.977
F01_052C0108_CAF,0.843,0.843,0.843,0.949,0.966,0.966
F01_052C010E_CAF,0.936,0.724,0.936,0.972,0.988,0.988
F01_052C010J_CAF,0.968,0.780,0.946,0.977,0.978,0.978
F01_052C010L_CAF,0.910,0.910,0.905,0.982,0.982,0.970
F01_052C010P_CAF,0.894,0.724,0.859,0.955,0.965,0.965
F01_052C010Q_CAF,0.922,0.925,0.925,0.968,0.976,0.976
F01_052C010X_CAF,0.928,0.773,0.928,0.955,0.972,0.972
F01_052C010Y_CAF,0.957,0.795,0.957,0.987,0.990,0.990
F01_053C0104_CAF,0.814,0.594,0.814,0.893,0.935,0.935
F01_053C0109_CAF,0.933,0.723,0.933,0.926,0.976,0.976
F01_053C010A_CAF,0.949,0.806,0.949,0.978,0.985,0.985
F01_053C010F_CAF,0.946,0.753,0.946,0.970,0.983,0.983
F01_053C010N_CAF,0.947,0.645,0.947,0.982,0.982,0.977
F01_053C010P_CAF,0.905,0.707,0.905,0.957,0.978,0.978
F01_053C010S_CAF,0.914,0.746,0.902,0.977,0.983,0.983
F01_053C010U_CAF,0.911,0.812,0.911,0.970,0.981,0.981
F01_053C010V_CAF,0.908,0.861,0.908,0.963,0.968,0.968
F01_053C010W_CAF,0.972,0.829,0.972,0.982,0.991,0.991
F01_053C0111_CAF,0.862,0.844,0.862,0.975,0.982,0.982
F01_053C0113_CAF,0.907,0.675,0.906,0.975,0.984,0.984
F01_053C0115_CAF,0.927,0.685,0.928,0.984,0.985,0.985
F01_22GC0103_CAF,0.916,0.733,0.916,0.979,0.979,0.972
F01_22GC010D_CAF,0.933,0.754,0.925,0.959,0.976,0.976
F01_22GC010E_CAF,0.888,0.639,0.888,0.980,0.980,0.980
F01_22GC010I_CAF,0.942,0.751,0.939,0.942,0.970,0.970
F01_22GC010W_CAF,0.975,0.785,0.975,0.991,0.993,0.993
F01_22HC0108_CAF,0.904,0.858,0.904,0.979,0.979,0.966
F01_22HC0109_CAF,0.875,0.872,0.875,0.964,0.975,0.975
F01_22HC010C_CAF,0.918,0.783,0.918,0.968,0.970,0.970
F01_22HC010E_CAF,0.903,0.636,0.915,0.963,0.971,0.971
F01_22HC010L_CAF,0.921,0.540,0.921,0.968,0.979,0.979
F01_22HC010N_CAF,0.768,0.814,0.814,0.959,0.959,0.955
F01_22HC010R_CAF,0.926,0.849,0.926,0.975,0.975,0.974
F01_22HC010T_CAF,0.950,0.688,0.950,0.979,0.987,0.987
F01_22HC010U_CAF,0.954,0.713,0.946,0.956,0.963,0.963
F01_22HC0112_CAF,0.941,0.711,0.941,0.973,0.977,0.977
F01_22HC0114_CAF,0.891,0.748,0.891,0.923,0.973,0.973
F01_420C0206_CAF,0.932,0.642,0.932,0.969,0.975,0.975
F01_420C020B_CAF,0.866,0.789,0.866,0.965,0.973,0.973
F01_420C020C_CAF,0.880,0.888,0.888,0.965,0.976,0.976
F01_420C020E_CAF,0.933,0.609,0.933,0.972,0.979,0.979
F01_420C020L_CAF,0.924,0.888,0.924,0.981,0.981,0.969
F01_420C020P_CAF,0.849,0.844,0.849,0.971,0.977,0.977
F01_420C020W_CAF,0.934,0.771,0.934,0.972,0.976,0.976
F01_420C020Y_CAF,0.938,0.682,0.925,0.978,0.979,0.979
F01_420C020Z_CAF,0.808,0.642,0.808,0.910,0.958,0.958
F01_421C0208_CAF,0.893,0.738,0.907,0.979,0.979,0.974
F01_421C0209_CAF,0.948,0.695,0.948,0.981,0.984,0.984
F01_421C020H_CAF,0.934,0.632,0.934,0.980,0.987,0.987
F01_421C020Q_CAF,0.908,0.864,0.908,0.977,0.977,0.977
F01_421C0211_CAF,0.933,0.742,0.933,0.965,0.978,0.978
F01_421C0212_CAF,0.900,0.637,0.900,0.968,0.973,0.973
F01_421C0214_CAF,0.925,0.887,0.925,0.981,0.981,0.981
F01_422C0201_CAF,0.897,0.878,0.897,0.977,0.977,0.976
F01_422C0207_CAF,0.881,0.716,0.886,0.970,0.970,0.967
F01_422C020F_CAF,0.853,0.826,0.848,0.957,0.975,0.975
F01_422C020G_CAF,0.949,0.833,0.949,0.986,0.986,0.985
F01_422C020H_CAF,0.879,0.891,0.879,0.960,0.971,0.971
F01_422C020S_CAF,0.840,0.828,0.840,0.960,0.963,0.963
F01_422C020U_CAF,0.868,0.842,0.868,0.951,0.952,0.952
F01_422C020V_CAF,0.943,0.692,0.943,0.958,0.973,0.973
F01_422C020Y_CAF,0.872,0.846,0.872,0.947,0.961,0.961
F01_422C0211_CAF,0.879,0.601,0.879,0.913,0.964,0.964
F01_422C0216_CAF,0.935,0.777,0.923,0.972,0.982,0.982
F01_423C0203_CAF,0.944,0.737,0.944,0.977,0.977,0.975
F01_423C0207_CAF,0.878,0.818,0.878,0.921,0.960,0.960
F01_423C020A_CAF,0.882,0.876,0.882,0.974,0.976,0.976
F01_423C020C_CAF,0.976,0.739,0.976,0.988,0.990,0.990
F01_423C020E_CAF,0.905,0.775,0.905,0.963,0.973,0.973
F01_423C020N_CAF,0.896,0.832,0.896,0.965,0.975,0.975
F01_423C020P_CAF,0.913,0.773,0.913,0.976,0.983,0.983
F01_423C020V_CAF,0.904,0.689,0.912,0.933,0.978,0.978
F01_423C020W_CAF,0.944,0.698,0.944,0.960,0.978,0.978
F01_423C020Z_CAF,0.826,0.798,0.826,0.957,0.957,0.955
F01_423C0210_CAF,0.894,0.864,0.894,0.985,0.988,0.988
F01_423C0214_CAF,0.893,0.849,0.893,0.960,0.965,0.965
F01_423C0215_CAF,0.943,0.630,0.943,0.972,0.977,0.977
F01_050C0101_PED,0.939,0.743,0.939,0.966,0.984,0.984
F01_050C0106_PED,0.973,0.862,0.973,0.987,0.996,0.996
F01_050C010J_PED,0.978,0.871,0.978,0.990,0.993,0.993
F01_050C010Q_PED,0.901,0.792,0.942,0.968,0.981,0.981
F01_050C010T_PED,0.952,0.799,0.952,0.966,0.988,0.988
F01_050C010V_PED,0.926,0.805,0.926,0.969,0.977,0.977
F01_050C0113_PED,0.958,0.830,0.958,0.985,0.991,0.991
F01_050C0115_PED,0.972,0.849,0.972,0.986,0.992,0.992
F01_051C0101_PED,0.936,0.737,0.936,0.971,0.990,0.990
F01_051C0103_PED,0.936,0.687,0.936,0.961,0.987,0.987
F01_051C010M_PED,0.943,0.668,0.943,0.957,0.969,0.969
F01_051C010N_PED,0.932,0.706,0.932,0.966,0.976,0.976
F01_051C010S_PED,0.914,0.773,0.914,0.976,0.979,0.979
F01_051C0115_PED,0.964,0.811,0.964,0.980,0.989,0.989
F01_052C0104_PED,0.931,0.823,0.931,0.986,0.986,0.981
F01_052C0107_PED,0.938,0.863,0.938,0.977,0.986,0.986
F01_052C0109_PED,0.978,0.883,0.978,0.984,0.991,0.991
F01_052C010G_PED,0.965,0.821,0.965,0.984,0.990,0.990
F01_052C010H_PED,0.909,0.778,0.909,0.964,0.978,0.978
F01_052C010L_PED,0.924,0.855,0.924,0.956,0.978,0.978
F01_052C010N_PED,0.926,0.849,0.936,0.969,0.981,0.981
F01_052C010U_PED,0.963,0.852,0.970,0.986,0.994,0.994
F01_052C010W_PED,0.957,0.804,0.957,0.979,0.990,0.990
F01_052C0111_PED,0.892,0.779,0.892,0.966,0.976,0.976
F01_052C0112_PED,0.972,0.838,0.972,0.973,0.985,0.985
F01_052C0114_PED,0.969,0.798,0.969,0.984,0.992,0.992
F01_053C0103_PED,0.974,0.838,0.974,0.984,0.992,0.992
F01_053C0108_PED,0.893,0.766,0.893,0.911,0.969,0.969
F01_053C010J_PED,0.959,0.790,0.959,0.978,0.991,0.991
F01_053C010O_PED,0.974,0.848,0.974,0.991,0.991,0.989
F01_053C010R_PED,0.914,0.737,0.914,0.949,0.981,0.981
F01_053C010T_PED,0.959,0.804,0.959,0.981,0.989,0.989
F01_053C0110_PED,0.961,0.847,0.961,0.969,0.983,0.983
F01_053C0113_PED,0.975,0.902,0.975,0.990,0.995,0.995
F01_22GC0101_PED,0.927,0.801,0.927,0.968,0.989,0.989
F01_22GC0106_PED,0.954,0.827,0.954,0.976,0.985,0.985
F01_22GC010C_PED,0.975,0.877,0.975,0.983,0.995,0.995
F01_22GC010F_PED,0.956,0.733,0.956,0.970,0.983,0.983
F01_22GC010G_PED,0.949,0.810,0.949,0.973,0.983,0.983
F01_22GC010H_PED,0.974,0.842,0.974,0.988,0.994,0.994
F01_22GC010J_PED,0.965,0.714,0.965,0.977,0.987,0.987
F01_22GC010O_PED,0.950,0.716,0.950,0.972,0.982,0.982
F01_22GC010Q_PED,0.966,0.888,0.966,0.988,0.994,0.994
F01_22GC010R_PED,0.900,0.732,0.926,0.909,0.950,0.950
F01_22GC010T_PED,0.938,0.741,0.938,0.979,0.989,0.989
F01_22GC010U_PED,0.907,0.662,0.907,0.938,0.972,0.972
F01_22GC010V_PED,0.910,0.681,0.910,0.962,0.979,0.979
F01_22GC0112_PED,0.957,0.809,0.957,0.977,0.988,0.988
F01_22GC0114_PED,0.965,0.748,0.965,0.980,0.989,0.989
F01_22HC0101_PED,0.976,0.891,0.976,0.985,0.991,0.991
F01_22HC0102_PED,0.967,0.915,0.967,0.981,0.992,0.992
F01_22HC0104_PED,0.920,0.810,0.924,0.959,0.981,0.981
F01_22HC010G_PED,0.904,0.665,0.904,0.946,0.974,0.974
F01_22HC010O_PED,0.939,0.718,0.939,0.964,0.982,0.982
F01_22HC010S_PED,0.975,0.784,0.975,0.973,0.991,0.991
F01_22HC0113_PED,0.969,0.715,0.969,0.980,0.993,0.993
F01_420C0202_PED,0.964,0.817,0.964,0.973,0.983,0.983
F01_420C0203_PED,0.913,0.717,0.913,0.950,0.983,0.983
F01_420C0204_PED,0.892,0.628,0.892,0.946,0.974,0.974
F01_420C0208_PED,0.954,0.826,0.954,0.974,0.987,0.987
F01_420C020G_PED,0.948,0.776,0.948,0.978,0.990,0.990
F01_420C020H_PED,0.936,0.745,0.936,0.957,0.981,0.981
F01_420C020O_PED,0.962,0.877,0.966,0.983,0.992,0.992
F01_420C020T_PED,0.959,0.812,0.959,0.970,0.981,0.981
F01_420C020X_PED,0.911,0.823,0.911,0.952,0.973,0.973
F01_420C0212_PED,0.969,0.832,0.969,0.990,0.990,0.989
F01_420C0214_PED,0.865,0.797,0.859,0.929,0.964,0.964
F01_421C0203_PED,0.945,0.818,0.945,0.967,0.986,0.986
F01_421C020B_PED,0.931,0.705,0.931,0.950,0.973,0.973
F01_421C020F_PED,0.978,0.824,0.978,0.988,0.994,0.994
F01_421C020I_PED,0.975,0.890,0.975,0.989,0.994,0.994
F01_421C020L_PED,0.960,0.737,0.960,0.972,0.992,0.992
F01_421C020P_PED,0.947,0.841,0.947,0.975,0.983,0.983
F01_421C020T_PED,0.897,0.709,0.922,0.951,0.971,0.971
F01_421C020V_PED,0.955,0.900,0.955,0.986,0.994,0.994
F01_421C020W_PED,0.955,0.772,0.955,0.985,0.985,0.985
F01_421C020Y_PED,0.961,0.826,0.961,0.974,0.982,0.982
F01_421C020Z_PED,0.969,0.880,0.969,0.968,0.970,0.970
F01_421C0210_PED,0.897,0.760,0.915,0.957,0.982,0.982
F01_422C0202_PED,0.919,0.820,0.919,0.970,0.981,0.981
F01_422C0203_PED,0.965,0.773,0.965,0.980,0.984,0.984
F01_422C0206_PED,0.975,0.879,0.975,0.977,0.990,0.990
F01_422C020A_PED,0.958,0.792,0.958,0.987,0.994,0.994
F01_422C020L_PED,0.939,0.834,0.939,0.973,0.982,0.982
F01_422C020O_PED,0.908,0.776,0.908,0.971,0.975,0.975
F01_422C020R_PED,0.976,0.874,0.976,0.992,0.994,0.994
F01_422C020X_PED,0.954,0.732,0.954,0.982,0.982,0.982
F01_422C0215_PED,0.917,0.754,0.917,0.946,0.980,0.980
F01_423C0201_PED,0.941,0.787,0.941,0.962,0.986,0.986
F01_423C0204_PED,0.939,0.707,0.939,0.956,0.977,0.977
F01_423C0208_PED,0.935,0.809,0.935,0.982,0.986,0.986
F01_423C0209_PED,0.882,0.801,0.884,0.937,0.983,0.983
F01_423C020H_PED,0.966,0.794,0.966,0.979,0.990,0.990
F01_423C020I_PED,0.956,0.869,0.956,0.972,0.983,0.983
F01_423C020J_PED,0.962,0.861,0.962,0.989,0.991,0.991
F01_423C020K_PED,0.941,0.842,0.941,0.982,0.988,0.988
F01_423C020O_PED,0.954,0.786,0.954,0.985,0.985,0.983
F01_423C020Q_PED,0.910,0.733,0.910,0.954,0.983,0.983
F01_423C020X_PED,0.929,0.762,0.929,0.922,0.972,0.972
F01_423C020Y_PED,0.900,0.794,0.905,0.956,0.978,0.978
F01_423C0212_PED,0.910,0.753,0.910,0.962,0.979,0.979
F01_423C0216_PED,0.894,0.767,0.900,0.948,0.981,0.981
F01_050C0102_STR,0.958,0.808,0.958,0.971,0.976,0.976
F01_050C0103_STR,0.977,0.958,0.977,0.978,0.992,0.992
